股票代码,标题,新闻发布时间,情绪标签,情绪分数
300007,汉威科技子公司收到政府专项资金1.8亿元,2018-07-03,neutral,0.9999076128005981
300676,华大基因：子公司产品通过创新医疗器械特别审批,2018-07-06,neutral,0.9999134540557861
300294,博雅生物：WytoldRichardLebing为公司提供研发咨询服务,2018-07-13,neutral,0.9999129772186279
603801,志邦股份拟收购 海外橱柜制造商股权,2018-07-13,neutral,0.9999120235443115
300750,宁德时代与华晨宝马深化战略合作 华晨宝马有权对公司进行上限为28.525亿元的股权投资,2018-07-17,neutral,0.9999092817306519
300342,天银机电：子公司华清瑞达拟收购益为创65%股权,2018-07-19,neutral,0.9999099969863892
002810,山东赫达与德国可耐福签订纤维素醚供应合同,2018-07-27,neutral,0.9999099969863892
300281,金明精机与海南海药签订战略合作框架协议 共同推进大健康产业布局,2018-07-30,positive,0.9997761845588684
300198,纳川股份终止重组 是失败还是另有所图,2018-08-01,negative,0.9941582679748535
000908,景峰医药控股公司获得药品GMP证书,2018-08-30,neutral,0.9999130964279175
002445,业绩下滑不是唯一问题 中南文化最新六起诉讼涉金额5.62亿元,2018-08-30,negative,0.9996115565299988
300482,万孚生物：与Biocartis成立合资公司推进Idylla?分子诊断平台在国内的商业化应用,2018-09-03,neutral,0.9999105930328369
300037,新宙邦：收购巴斯夫欧美地区电解液业务,2018-09-25,neutral,0.9999121427536011
300715,凯伦股份:与恒乾材料签署战略合作框架协议,2018-09-25,neutral,0.999904990196228
300202,聚龙股份：终止筹划重大资产重组,2018-10-08,neutral,0.9999130964279175
002209,达意隆发布吹贴灌旋一体机新产品 将批量化推向市场,2018-10-23,neutral,0.9999123811721802
300094,国联水产签约益阳政府，中国虾王加速布局小龙虾产业,2018-10-24,neutral,0.9998427629470825
002611,东方精工股东补充质押210万股 占其所持公司股份1.11%,2018-10-24,neutral,0.9999135732650757
600519,贵州茅台：预计能顺利完成年度计划并有望超额完成,2018-10-30,neutral,0.9998993873596191
603283,赛腾股份股东孙丰补充质押100万股 占其所持股份0.95%,2018-11-01,neutral,0.9999128580093384
603283,A股首例 赛腾股份筹划定向可转债并购,2018-11-02,neutral,0.9999102354049683
300605,恒锋信息陈芳辞去副总经理职务 仍在公司就职,2018-11-07,neutral,0.999902606010437
300362,大股东占款惹祸 天翔环境累计逾期债务近10亿,2018-11-09,neutral,0.999897837638855
603977,国泰集团：控股股东将变更 触及要约收购,2018-11-12,neutral,0.9999125003814697
300467,迅游科技：拟与腾盾科技在无人机智能网络领域开展合作,2018-11-16,neutral,0.9999102354049683
300595,欧普康视：拟参与设立基因检测公司,2018-11-20,neutral,0.9999136924743652
300014,亿纬锂能：拟与以色列公司合作 生产“超高速可充电电池”,2018-11-27,neutral,0.9999122619628906
000923,河北宣工被处罚：去年税费用少计5711万 多计3381万,2018-11-28,negative,0.9995802044868469
300379,东方通拟收购泰策科技100%股权 泰策科技已完成工商变更登记手续,2018-12-05,neutral,0.9999072551727295
300133,华策影视：股东与杭金投签署股份转让框架协议,2018-12-06,neutral,0.9999140501022339
002359,北讯集团：与大唐泰科签署战略合作框架协议,2018-12-11,neutral,0.9993417859077454
300027,华谊兄弟：累计获得8645万元政府补助,2018-12-11,neutral,0.9999114274978638
300601,康泰生物:全资子公司拟竞拍国有土地使用权,2018-12-14,neutral,0.9999144077301025
000799,酒鬼酒：拟竞拍土地 用于酿酒生产及配套项目建设,2018-12-16,neutral,0.9999136924743652
300567,精测电子：今年以来获政府补助6335万元,2018-12-21,neutral,0.9999085664749146
600132,重庆啤酒董事长柯俊财辞职,2019-01-02,neutral,0.9999029636383057
300630,普利制药：注射用阿奇霉素获得德国上市许可,2019-01-07,neutral,0.9999141693115234
601992,冀东水泥揽收金隅集团全数水泥业务，将成全国第三大水泥制造商,2019-01-10,neutral,0.999914288520813
002841,视源股份：拟投资5亿元建设学生智慧终端研发中心,2019-01-13,neutral,0.9999144077301025
000413,东旭光电成为英国曼彻斯特大学石墨烯工程创新中心首家中国一级企业会员,2019-01-25,neutral,0.9999037981033325
600086,东方金钰终止控制权转让 目前正在寻求化解债务危机方案,2019-02-27,neutral,0.9999057054519653
002137,麦达数字：实益达工业获高新技术企业证书 智能硬件板块将享15%税率优惠,2019-02-28,neutral,0.9993595480918884
002840,华统股份：与温氏股份战略合作,2019-03-04,neutral,0.9999127388000488
300749,顶固集创(300749.SZ)取得一项发明专利证书,2019-03-12,neutral,0.9999116659164429
600234,ST山水董事长吴太交辞职 去年前三季度公司亏损268万元,2019-03-26,positive,0.9995309114456177
300175,朗源股份(300175.SZ)旗下优世联合与中移物联、京东云签署智慧物联城市战略合作协议,2019-04-02,positive,0.9997509121894836
300110,华仁药业与云南素麻签署正式合作协议 合作方以种植技术及资质作价入股,2019-04-03,positive,0.9997507929801941
000413,强强联合 东旭光电携手韩国LGD进军车载显示新蓝海,2019-04-09,positive,0.9966386556625366
600737,中粮糖业总经理李风春辞职，2018年业绩下滑明显,2019-04-11,negative,0.9996095299720764
600668,尖峰集团(600668.SH)盐酸奥洛他定滴眼液获批注册,2019-04-17,neutral,0.999901294708252
600160,雷俊辞去巨化股份总经理职务,2019-04-18,neutral,0.9999090433120728
000538,云南白药5月16日起停牌,2019-05-09,neutral,0.999903678894043
002702,海欣食品拟4500万元收购长恒食品 并购同业解决产能瓶颈,2019-05-13,neutral,0.9999126195907593
300666,江丰电子与西安高新区、西北致美共签合作框架协议,2019-05-13,positive,0.9997153878211975
300716,国立科技“一种再生塑料颗粒及其制备方法”获发明专利,2019-05-16,neutral,0.9998886585235596
300122,智飞生物重组结核杆菌及其制备方法获发明专利证书,2019-05-23,neutral,0.9999129772186279
300376,易事特(300376.SZ)取得4项发明专利证书 与EPS、光伏逆变器、小型及模块化电源相关,2019-05-27,neutral,0.9999130964279175
000523,傅勇国因工作原因辞任广州浪奇董事长,2019-05-29,neutral,0.9998983144760132
600609,金杯汽车董事长刘鹏程辞职 未持有公司股份,2019-05-29,neutral,0.9999092817306519
002037,久联发展子公司签订施工合同 金额暂定18亿元,2019-06-14,neutral,0.9998912811279297
002082,万邦德：子公司收到搬迁补偿款5400万元,2019-06-25,neutral,0.999913215637207
603500,祥和实业副总经理陈英辞职 2018年薪酬为32万元,2019-06-27,neutral,0.9999110698699951
300558,研发埃克替尼竞品违反当初承诺？贝达药业起诉原大股东,2019-07-12,negative,0.9992985725402832
300162,"雷曼光电：万达体育在纳斯达克上市 公司间接持股1.6%
",2019-07-29,neutral,0.9999133348464966
000597,东北制药(000597.SZ)取得两项药品GMP证书,2019-07-30,neutral,0.9999127388000488
300223,北京君正(300223.SZ)子公司获得政府补助294.16万元,2019-07-30,positive,0.7283833026885986
002239,奥特佳(002239.SZ)子公司成为标致雪铁龙集团巴西公司供应商,2019-08-05,positive,0.9997342228889465
002205,国统股份(002205.SZ)因间接控股股东变更 拟退出八里湖新区市政基础设施项目工程PPP项目,2019-08-07,neutral,0.9999140501022339
002317,众生药业获得国家知识产权局颁发的发明专利证书,2019-08-15,neutral,0.9999123811721802
000739,普洛药业(000739.SZ)与硕腾比利时签署主供货协议 进一步做优做强CDMO业务,2019-08-22,positive,0.9997807145118713
600118,中国卫星(600118.SH)：航天恒星科技拟获增资合计5亿元,2019-09-06,neutral,0.9998904466629028
603358,华达科技聘任葛江宏为总经理 聘任杨建国财务总监,2019-09-10,neutral,0.9998993873596191
600211,西藏药业全资子公司获GMP证书 生产多个独家产品,2019-10-10,neutral,0.9999055862426758
002152,广电运通(002152.SZ)旗下支点创投拟与城投佳朋等5家企业发起设立佳运创新投,2019-10-10,neutral,0.973787784576416
300176,派生科技聘任朱龙华为公司财务总监,2019-10-12,neutral,0.9999122619628906
300210,森远股份：中标3013万元项目,2019-10-15,neutral,0.9999111890792847
000048,康达尔：与华南农业大学合作设立生猪健康养殖研究院,2019-10-21,neutral,0.999909520149231
002157,正邦科技为下属子公司5.6亿元融资提供担保,2019-10-24,neutral,0.9921666383743286
300045,华力创通签署战略合作协议,2019-10-28,positive,0.9997554421424866
603699,纽威股份董事会秘书凌蕾菁辞职 2018年薪酬为70万元,2019-10-30,neutral,0.9999126195907593
002873,新天药业聘任袁列萍为副总经理 曾志辉为财务总监,2019-11-04,neutral,0.999876856803894
000927,一汽夏利董事田聪明辞职,2019-11-05,neutral,0.9999070167541504
300174,元力股份控股子公司与三元循环签署《销售合同》,2019-11-06,positive,0.9997150301933289
603922,金鸿顺副总经理林富雄辞职,2019-11-06,neutral,0.9999090433120728
002129,中环股份：拟认购道达尔公司增发股本 成为其第二大股东,2019-11-11,neutral,0.9999024868011475
300596,利安隆(300596.SZ)及子公司取得专利证书 涉一种液体抗氧化剂组合物及其应用,2019-11-13,neutral,0.9999139308929443
603556,海兴电力全资子公司对外投资启高基金 出资5000万元,2019-11-19,neutral,0.9999105930328369
601766,中国中车执行董事徐宗祥辞职 2018年薪酬为92万元,2019-11-19,neutral,0.9999115467071533
688299,长阳科技(688299.SH)涉发明专利侵权纠纷 遭日本东丽起诉,2019-11-22,negative,0.9995566010475159
603658,安图生物：取得2项医疗器械注册证书,2019-11-29,neutral,0.9999135732650757
002587,奥拓电子(002587.SZ)拟与奥伦德元器件合作开展项目合作,2019-12-01,positive,0.942713737487793
601238,广汽集团(02238)收到政府补助款项2亿元,2019-12-02,neutral,0.9999120235443115
601127,小康股份及子公司第四季度共计收到政府补助3160万元,2019-12-06,neutral,0.9999129772186279
300220,金运激光(300220.SZ)与广顺惠佳签署1100万元设备采购合同,2019-12-16,positive,0.9997512698173523
300486,东杰智能与成科中心签订战略合作框架协议,2019-12-16,positive,0.9997531771659851
600815,*ST厦工(600815.SH)12月20日停牌1个交易日,2019-12-19,neutral,0.9999102354049683
603019,中科曙光：收到与收益相关的政府补助4915.33万元,2019-12-19,neutral,0.9999070167541504
603313,快讯：梦百合财务总监辞职,2019-12-23,neutral,0.9999121427536011
002665,首航节能(002665.SZ)与甘肃金控、甘肃农村信用社等签署战略合作协议,2019-12-24,positive,0.999487042427063
600071,凤凰光学(600071.SH)：收到各类政府补助2378.86万元,2020-01-06,neutral,0.9999150037765503
600189,吉林森工：终止购入关联方房产及车位 不存在蓄意向控股股东输送资金等情况,2020-01-08,neutral,0.9999088048934937
300545,联得装备签订重大经营性合同 合同累计金额3.35亿元,2020-01-13,positive,0.9997435212135315
002791,坚朗五金(002791.SZ)获发明专利证书 涉传动器及门窗结构,2020-01-14,neutral,0.9999134540557861
002575,群兴玩具:聘任王昊为公司总经理,2020-01-14,neutral,0.9999102354049683
002838,道恩股份收到政府补助1120万元,2020-01-14,neutral,0.9999121427536011
600528,中铁工业2019年第四季度签约重大合同11.4亿元,2020-01-15,positive,0.9780532121658325
600079,人福医药：子公司“人福利康口服固体制剂车间”通过FDA认证,2020-01-15,neutral,0.9999092817306519
603606,东方电缆中标国家电网及深水脐带缆项目 中标金额约2.56亿元,2020-01-18,neutral,0.9999001026153564
600521,华海药业：阿立哌唑片和恩替卡韦片获得药品注册批件,2020-03-06,neutral,0.9999130964279175
300370,安控科技：已被移出失信被执行人名单,2020-03-16,neutral,0.9996381998062134
601608,中信重工：2020年累计收到政府补贴1551.11万元,2020-03-23,neutral,0.9999141693115234
000716,黑芝麻为下属公司合计提供8000万元担保,2020-03-24,neutral,0.9999122619628906
603609,禾丰牧业：拟在辽宁瓦房店建设四个涉农项目 完善肉禽产业化布局,2020-03-29,neutral,0.9999128580093384
002557,洽洽食品(002557.SZ)：拟在安徽滁州设子公司 负责实施年产10万吨坚果休闲食品项目,2020-04-08,positive,0.9804283976554871
002052,同洲电子(002052.SZ)：董事、董事长刘灿辞职,2020-04-17,neutral,0.9999136924743652
000541,佛山照明董事长何勇辞职 因工作调动原因,2020-04-26,neutral,0.9999078512191772
300026,红日药业：伊班膦酸钠注射液获得药品注册批件,2020-05-13,neutral,0.9999134540557861
300124,汇川技术：累计收到政府补贴4221.67万元,2020-05-14,neutral,0.9999136924743652
002226,推进两年未果 江南化工终止重大资产重组 控股股东陷470亿债务危机,2020-05-22,neutral,0.9985247254371643
300225,金力泰：终止与立邦投资共同出资设立合资公司,2020-05-29,neutral,0.9999120235443115
601606,长城军工：聘任周原为财务总监,2020-06-01,neutral,0.9999136924743652
002224,三力士(002224.SZ)：新世纪评级将公司及其发行的“三力转债”列入负面观察名单,2020-06-05,neutral,0.9994654059410095
300575,中旗股份：子公司淮安国瑞遭行政处罚,2020-06-10,negative,0.9881934523582458
600835,上海机电：8.05亿元收购三菱电机空调47.6%股权,2020-06-12,neutral,0.9999138116836548
600366,宁波韵升：财务总监朱建康辞职 张家骅接任,2020-06-16,neutral,0.9999125003814697
603683,晶华新材：累计收到拆迁补偿款1.08亿元,2020-06-22,neutral,0.9999145269393921
002481,双塔食品：拟与素莲食品在植物蛋白和植物基食品领域进行合作,2020-06-23,neutral,0.9999045133590698
688169,石头科技核心技术人员袁波离职,2020-07-01,neutral,0.9998934268951416
002547,春兴精工签署战略合作协议加码5G 流动资金状况曾遭深交所问询,2020-07-09,positive,0.9997749924659729
603555,贵人鸟因3.75亿元债务未还被申请仲裁 其共有14亿贷款逾期,2020-07-17,negative,0.9994078874588013
603396,金辰股份：副总经理潘树义辞职 ,2020-07-28,neutral,0.9999110698699951
002335,科华恒盛：与中科院设计院签署战略合作协议,2020-07-30,neutral,0.99989914894104
603600,永艺股份：2020年累计收到政府补贴1773.67万元,2020-08-10,neutral,0.9999139308929443
002665,"首航高科：签订电厂设备供货合同，金额15760万元
",2020-08-24,neutral,0.9977465271949768
600579,克劳斯：累计收到政府补助3117.04万元,2020-08-26,neutral,0.9999113082885742
603611,诺力股份：财务负责人徐海瑜辞职，毛兴峰上任,2020-08-27,neutral,0.9999117851257324
600332,白云山：聘任郑坚雄为公司副总经理 ,2020-08-28,neutral,0.999903678894043
300720,海川智能(300720.SZ)：取得“一种物料组合秤”专利证书,2020-09-01,neutral,0.9999134540557861
300601,康泰生物：五联疫苗及其制备方法获发明专利证书,2020-09-08,neutral,0.9999144077301025
600530,交大昂立底价出售生命科技公司股权 上半年净利同比下滑超58%,2020-09-09,negative,0.9995771050453186
300756,中山金马(300756.SZ)与中山市港口镇政府签署项目合作框架协议,2020-09-15,positive,0.9997676014900208
000630,安徽铜陵有色与阿里云签署合作协议 加快数字化转型升级,2020-09-18,neutral,0.9998972415924072
600251,冠农股份(600251.SH)：子公司与恒丰糖业及其股东解除合作框架协议,2020-09-21,neutral,0.999901533126831
600276,恒瑞医药：“缬沙坦氨氯地平片（I）”获得药品注册证书,2020-09-22,neutral,0.9999147653579712
688567,孚能科技：收到政府补助1711.58万元,2020-09-22,neutral,0.9999121427536011
000790,华神科技(000790.SZ)：华神药业拟在全国重点城市筹建大健康营销推广合资平台公司,2020-10-22,neutral,0.9999071359634399
300876,蒙泰高新(300876.SZ)：聘任刘小友为公司副总经理,2020-10-22,neutral,0.9998031258583069
002108,"沧州明珠：公司及其子公司获得政府补助共计约1845万元
",2020-10-29,neutral,0.9999136924743652
002411,延安必康：证券事务代表罗旭先生辞职,2020-10-29,neutral,0.9999133348464966
002489,浙江永强(002489.SZ)：子公司拟51万元参设一家专业从事户外家居用品领域的跨境电商公司,2020-11-17,positive,0.9997379183769226
603026,石大胜华(603026.SH)拟8620.48万元设立合资公司 出资比例30%,2020-11-26,positive,0.7128173112869263
603866,桃李面包：注销两家亏损子公司，拟1.3亿增资四川子公司,2020-11-27,neutral,0.9998365640640259
600600,青岛啤酒：股东于增彪减持计划完成 减持公司股份5000股,2020-12-14,neutral,0.9999048709869385
603822,嘉澳环保(603822.SH)：东江能源已累计收到增值税70%部分退税款770.36万元,2020-12-27,neutral,0.9994022846221924
002726,龙大肉食：与上海馨笆海签署战略合作协议,2021-01-08,neutral,0.9960194230079651
603816,顾家家居：提前归还1800万元募集资金,2021-01-27,neutral,0.9999048709869385
002971,和远气体(002971.SZ)拟使用不超1亿元闲置募集资金暂时补充流动资金,2021-02-01,neutral,0.9999022483825684
002594,比亚迪：拟对子公司汽车工业、比亚迪汽车及比亚迪供应链增资,2021-02-02,neutral,0.9999138116836548
002239,奥特佳：聘任朱光任公司财务总监，获英国伯明翰大学硕士学位，英国皇家特许会计师（ACA）,2021-02-04,neutral,0.9999115467071533
000597,配偶因误操作导致短线交易，东北制药董事郭启勇被罚2350元,2021-02-23,negative,0.9993135929107666
002899,英派斯(002899.SZ)与国际柔联签署赞助协议 总金额合计160万美元,2021-02-23,positive,0.9997766613960266
002902,铭普光磁“光功率监测方法、装置、设备及存储介质”获发明专利,2021-03-17,neutral,0.9999114274978638
002057,中钢天源（002057.SZ）拟向子公司中钢制品院增资9300万元,2021-03-29,neutral,0.9998925924301147
603626,科森科技：转让全资子公司股权,2021-04-20,neutral,0.999913215637207
002092,中泰化学：董事肖军辞职,2021-04-25,neutral,0.9999123811721802
688126,沪硅产业：董事戴敏敏辞职,2021-04-26,neutral,0.9999105930328369
603429,集友股份：副总裁曹萼辞职,2021-04-26,neutral,0.9999120235443115
600479,千金药业(600479.SH)控股子公司获阿哌沙班片《药品注册证书》,2021-04-27,neutral,0.9999144077301025
002179,中航光电：证券事务代表叶华辞职,2021-04-29,neutral,0.9999136924743652
002831,裕同科技：与苏大维格签署《战略合作框架协议》,2021-06-15,positive,0.9997755885124207
300596,利安隆(300596.SZ)取得1项实用新型专利证书,2021-06-21,neutral,0.9999117851257324
603001,奥康国际累计收到政府补助283.44万元,2021-07-18,neutral,0.9999029636383057
002388,新亚制程（002388.SZ）与格力金投达成战略合作,2021-07-26,neutral,0.9950512051582336
600779,酒业快讯丨水井坊终止对外投资,2021-08-01,neutral,0.9999104738235474
000100,杜娟因工作变动申请辞去TCL科技COO、CFO职务，分别由王成、黎健接任 ,2021-08-10,neutral,0.9997597336769104
300526,中潜股份：拟转让一批发泡设备,2021-09-22,neutral,0.9999133348464966
601179,中国西电：中标11.68亿元国家电网特高压工程采购项目,2021-09-30,neutral,0.9999139308929443
002365,永安药业：取得日本专利局颁发的《牛磺酸的制造方法》专利证书,2021-11-04,neutral,0.9999146461486816
603658,安图生物两产品获医疗器械注册证,2021-11-29,neutral,0.9999133348464966
688162,巨一科技：累计获得政府补助1905.32万元,2021-11-29,neutral,0.9999061822891235
600835,上海机电：累计收到政府补助1.56亿元,2022-01-12,neutral,0.9999140501022339
002824,和胜股份(002824.SZ)：拟向相关金融机构申请增加到16亿元的综合授信额度,2022-02-21,positive,0.9077638983726501
600416,“输血”湘电股份：一场正在进行的湖南国资改革行动,2022-02-22,neutral,0.9999063014984131
000016,深康佳A：副总裁孙清岩董事李峥齐辞职,2022-03-01,neutral,0.9999133348464966
836149,旭杰科技为苏州杰通、常州杰通提供担保,2022-03-14,neutral,0.9999102354049683
000581,威孚高科、万里扬各掏5000万认购高精尖产业基金 欲提高公司资金使用效率,2022-04-22,positive,0.9997785687446594
600177,捐赠13.6亿资产 雅戈尔要退出健康产业播报文章,2022-05-17,neutral,0.9999101161956787
300586,美联新材：控股子公司获得政府补助503.64万元,2022-06-23,neutral,0.9999134540557861
839729,永顺生物：猪支原体肺炎灭活疫苗（GD0503株）获新兽药注册证书,2022-07-18,neutral,0.9999144077301025
603332,苏州龙杰最新公告：收到市生态局的行政处罚决定书 涉及罚款20万元,2022-08-04,negative,0.9995630383491516
300565,科信技术：控股子公司签订战略合作及长期采购协议,2022-08-22,neutral,0.9997304081916809
688661,和林微纳：公司获得政府补助共计约1799万元,2022-09-01,neutral,0.999893307685852
002907,华森制药：控股股东成都地方建筑机械化工程有限公司持有公司的1.881亿股股份被司法冻结,2022-09-02,neutral,0.9998868703842163
002752,涉嫌证券市场操纵 昇兴股份董事长被罚100万,2022-09-13,negative,0.9988835453987122
300919,中伟股份：与欣旺达签署战略合作框架协议,2022-11-04,positive,0.9664130210876465
