股票代码,新闻发布时间,标题中性分数 (t-4),标题积极分数 (t-4),标题消极分数 (t-4),评论中性分数 (t-4),评论积极分数 (t-4),评论消极分数 (t-4),标题中性分数 (t-3),标题积极分数 (t-3),标题消极分数 (t-3),评论中性分数 (t-3),评论积极分数 (t-3),评论消极分数 (t-3),标题中性分数 (t-2),标题积极分数 (t-2),标题消极分数 (t-2),评论中性分数 (t-2),评论积极分数 (t-2),评论消极分数 (t-2),标题中性分数 (t-1),标题积极分数 (t-1),标题消极分数 (t-1),评论中性分数 (t-1),评论积极分数 (t-1),评论消极分数 (t-1),标题中性分数 (t+0),标题积极分数 (t+0),标题消极分数 (t+0),评论中性分数 (t+0),评论积极分数 (t+0),评论消极分数 (t+0),标题中性分数 (t+1),标题积极分数 (t+1),标题消极分数 (t+1),评论中性分数 (t+1),评论积极分数 (t+1),评论消极分数 (t+1),标题中性分数 (t+2),标题积极分数 (t+2),标题消极分数 (t+2),评论中性分数 (t+2),评论积极分数 (t+2),评论消极分数 (t+2),标题中性分数 (t+3),标题积极分数 (t+3),标题消极分数 (t+3),评论中性分数 (t+3),评论积极分数 (t+3),评论消极分数 (t+3)
002594,2021-02-02,0.9999091625213623,0.0,0.0,0.9999091625213623,0.0,0.0,0.9999067783355713,0.0,0.0,0.9999067783355713,0.0,0.0,0.9999125003814697,0.0,0.0,0.9999125003814697,0.0,0.0,0.9999076724052429,0.0,0.0,0.9845536947250366,0.0,0.0,0.7408575986822447,0.07869061082601547,0.15265682463844618,0.7687530380984148,0.06241648395856222,0.13406257207194963,0.7997288612219003,0.10973386253629412,0.07796537155633444,0.7556679930005755,0.15367283074410407,0.07865135879307003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
002607,2016-06-13,0.9990646441777548,0.0,0.0,0.9990646441777548,0.0,0.0,0.999824732542038,0.0,0.0,0.999824732542038,0.0,0.0,0.999728262424469,0.0,0.0,0.999728262424469,0.0,0.0,0.7451419949531555,0.19974616765975953,0.0,0.7451419949531555,0.19974616765975953,0.0,0.6921831919596746,0.0,0.3075184730383066,0.6540947373096759,0.0,0.3075184730383066,0.7498013426860174,0.1662655472755432,0.08179385463396709,0.7498015115658442,0.1659898410240809,0.08179385463396709,0.8730213361627915,0.0,0.11750983841278974,0.8730218971476835,0.0,0.11750983841278974,0.6076395511627197,0.0,0.33319507042566937,0.5548484656545851,0.10602663622962104,0.3330726954672072
002609,2016-01-13,0.0,0.0,0.9994710087776184,0.0,0.0,0.9994710087776184,0.6666040023167928,0.3332563440004985,0.0,0.6666040023167928,0.23779169718424478,0.0,0.5449271947145462,0.062458861619234085,0.3671509176492691,0.48303042352199554,0.12143615260720253,0.3439783751964569,0.7439787810047468,0.12115984658400218,0.12479380269845326,0.6621677875518799,0.12132775038480759,0.20174226413170496,0.8115330766886473,0.062477411702275276,0.1229019220918417,0.7809535376727581,0.031235259026288986,0.18219912610948086,0.8665677348772685,0.12664243777592976,0.0,0.799649691581726,0.16236793597539265,0.0,0.6808480501174927,0.0,0.29975841045379636,0.6808480501174927,0.0,0.29975841045379636,0.9998664855957031,0.0,0.0,0.9998664855957031,0.0,0.0
002616,2016-05-06,0.9987891018390656,0.0,0.0,0.4988355338573456,0.49965453147888184,0.0,0.999904215335846,0.0,0.0,0.999904215335846,0.0,0.0,0.0,0.0,0.9995912909507751,0.0,0.0,0.9995912909507751,0.49000516533851624,0.0,0.45985570549964905,0.49000516533851624,0.0,0.45985570549964905,0.9163433288534483,0.041597011188666023,0.041638873517513275,0.8326607371369997,0.11768802752097447,0.041647769510746,0.4999489188194275,0.0,0.49898603558540344,0.0,0.49988123774528503,0.4990696310997009,0.7093113745961871,0.0,0.2854926586151123,0.7050168088504246,0.0,0.2854926586151123,0.9949676990509033,0.0,0.0,0.9949788053830465,0.0,0.0
002624,2018-01-28,0.749926894903183,0.1551545187830925,0.0622338205575943,0.9373590126633644,0.0,0.0622338205575943,0.8109618946909904,0.062476471066474915,0.12486914917826653,0.8123073652386665,0.062476471066474915,0.12463176622986794,0.8411713428795338,0.0,0.1248781643807888,0.8372230418026447,0.04745033010840416,0.06247469410300255,0.9787062108516693,0.0,0.0,0.9733422696590424,0.0,0.0,0.9717764854431152,0.0,0.0,0.0,0.9997327923774719,0.0,0.8457670778036117,0.0904402494430542,0.04658619165420532,0.8467047154903412,0.07491976916790008,0.07495605796575547,0.9999004432133266,0.0,0.0,0.9997183765683856,0.0,0.0,0.6665770411491394,0.14280829826990762,0.19028120097659884,0.6654602942012605,0.14030952964510238,0.19003445761544363
002628,2015-08-01,0.999902606010437,0.0,0.0,0.999902606010437,0.0,0.0,0.9980590045452118,0.0,0.0,0.49995577335357666,0.0,0.4997820556163788,0.9999126195907593,0.0,0.0,0.9999123811721802,0.0,0.0,0.7499309480190277,0.24993743002414703,0.0,0.7499295473098755,0.24993743002414703,0.0,0.0,0.7896879315376282,0.0,0.9999018907546997,0.0,0.0,0.9999082088470459,0.0,0.0,0.9999082088470459,0.0,0.0,0.7754999001820883,0.11106969250573052,0.11106294393539429,0.7592330111397637,0.11106969250573052,0.11106294393539429,0.8999074935913086,0.09992290735244751,0.0,0.9997364997863769,0.0,0.0
002628,2016-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9970875382423401,0.0,0.0,0.999815434217453,0.0,0.0,0.7498026180267334,0.15899808406829835,0.07995809078216552,0.8297457408905029,0.0,0.1517409873008728,0.8212992025144172,0.0888901027766141,0.0734563081553488,0.848528681379376,0.0739514475519007,0.059741012074730614,0.7598765540122986,0.07526974439620972,0.1597396206855774,0.7998782920837403,0.07525168895721436,0.10799134492874146,0.7104439309665135,0.0,0.2768753170967102,0.7104495508330209,0.0,0.28326572690691265
002665,2019-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9970000386238098,0.0,0.0,0.9970000386238098,0.0,0.0,0.4999133348464966,0.498195081949234,0.0,0.6665643850962321,0.33298521240552265,0.0,0.7312951842440835,0.04601069039936307,0.20681675627261778,0.7444678137574015,0.0377534295939192,0.20767297624032707,0.7562190847737449,0.10440428682735987,0.1137674731867654,0.740388594354902,0.10493385025433132,0.12660721199853078,NA,NA,NA,NA,NA,NA
002665,2020-08-24,0.4999356269836426,0.0,0.499296635389328,0.49978867173194885,0.0,0.499296635389328,0.9999111890792847,0.0,0.0,0.9996694326400757,0.0,0.0,0.9999128580093384,0.0,0.0,0.999913215637207,0.0,0.0,0.999903678894043,0.0,0.0,0.9998973608016968,0.0,0.0,0.6602572202682495,0.0,0.3048046628634135,0.8917044202486674,0.0,0.0,0.6665613452593485,0.3332359194755554,0.0,0.6665613452593485,0.31276283661524457,0.0,0.999890923500061,0.0,0.0,0.999890923500061,0.0,0.0,0.7026898860931396,0.0,0.2766710604940142,0.7026903799601963,0.0,0.28489228657313753
002680,2016-11-08,0.4894808977842331,0.0,0.48280151933431625,0.48947885632514954,0.0,0.4847578853368759,0.9986608847975731,0.0,0.0,0.9986540898680687,0.0,0.0,0.9999045133590698,0.0,0.0,0.9999045133590698,0.0,0.0,0.7499235570430756,0.0,0.24989290535449982,0.49995461106300354,0.24987179040908813,0.24989362061023712,0.8570420614310673,0.0714112903390612,0.07040091497557503,0.5713554663317544,0.2856406016009195,0.13636866211891174,0.7142181055886405,0.0,0.2855549454689026,0.8545952354158673,0.0,0.1427745819091797,0.8332157631715139,0.0,0.1666010320186615,0.6665956576665243,0.16662529110908508,0.1666010320186615,0.6620818972587585,0.0,0.3329566915829976,0.3332996368408203,0.33270204067230225,0.3329566915829976
002702,2019-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9997829794883728,0.0,0.0,0.9997829794883728,0.0,0.0,0.9995806813240051,0.0,0.0,0.7016887664794922,0.0,0.0,0.7150008376439413,0.1785959259668986,0.09321359952290853,0.6965122413635254,0.19222538073857626,0.09322492678960165,0.7366720128662979,0.10844307307955585,0.136621126645728,0.7665557619891589,0.09595881308181377,0.12058770656585693,0.9999037981033325,0.0,0.0,0.0,0.9597485065460205,0.0,NA,NA,NA,NA,NA,NA
002717,2016-09-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9999080896377563,0.0,0.0,0.0,0.9997590184211731,0.0,0.0,0.9997772574424744,0.0,0.921201765537262,0.0,0.0,0.9351160210721633,0.058807467713075524,0.0,0.8763933427193585,0.058807467713075524,0.05745983474394854,0.7711067010055889,0.045441001653671265,0.1817250522700223,0.7713119848207994,0.04544152183966203,0.1817250522700223,0.6816894791342996,0.09086785262281244,0.22672491452910684,0.727181385863911,0.09086785262281244,0.18129378286274997,0.8317250472803911,0.04156387597322464,0.11270277202129364,0.8534935613473257,0.041310641914606094,0.09260565663377444
002717,2016-10-19,0.999913215637207,0.0,0.0,0.9999134540557861,0.0,0.0,0.9999027252197266,0.0,0.0,0.999893069267273,0.0,0.0,0.999800980091095,0.0,0.0,0.999901533126831,0.0,0.0,0.9996556043624878,0.0,0.0,0.9997385144233704,0.0,0.0,0.6620520477493604,0.08272890001535416,0.2403846581776937,0.662034605940183,0.08324433366457622,0.2403846581776937,0.8398673440280714,0.15784666099046407,0.0,0.8418148536431161,0.15785324573516846,0.0,0.7495801548163096,0.07853422065575917,0.16653373837471008,0.7309479415416718,0.07853422065575917,0.16655517369508743,0.9999077916145325,0.0,0.0,0.9999077916145325,0.0,0.0
002717,2016-11-30,0.9976704716682434,0.0,0.0,0.9976704716682434,0.0,0.0,0.9998778104782104,0.0,0.0,0.9998778104782104,0.0,0.0,0.7438872903585434,0.12358185648918152,0.12422505766153336,0.624878890812397,0.24854721873998642,0.12422505766153336,0.618313635650434,0.10517461990055285,0.2326972861039011,0.7353396384339583,0.10517451323960957,0.15582735601224398,0.7725349854339253,0.11624761874025519,0.09084095738150856,0.8180122863162648,0.02537703514099121,0.1268467198718678,0.6406175725989871,0.0319877995385064,0.2703003187974294,0.6406212879551781,0.05553992920451694,0.27029882868131,0.6825454252106803,0.13051225117274692,0.16559302295957293,0.6568375280925206,0.102021781035832,0.2227082167352949,0.7498922497034073,0.0,0.24990379810333252,0.749890074133873,0.0,0.24990160763263702
002717,2018-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9998679161071777,0.0,0.0,0.9998679161071777,0.0,0.0,0.9164469738801321,0.0833148608605067,0.0,0.9161539773146311,0.0833148608605067,0.0,0.8887611495123969,0.0,0.09867188334465027,0.8322303957409329,0.0,0.15418515933884513,0.7996327400207519,0.11676826477050781,0.0,0.5998523950576782,0.1692841410636902,0.1653676986694336,0.4981722980737686,0.49987781047821045,0.0,0.4981722980737686,0.42964300513267517,0.0
002717,2018-04-24,NA,NA,NA,NA,NA,NA,0.9998562335968018,0.0,0.0,0.9998562335968018,0.0,0.0,0.9998955726623535,0.0,0.0,0.9998961687088013,0.0,0.0,0.499882310628891,0.4687615633010864,0.0,0.499882310628891,0.4687615633010864,0.0,0.8331611653168997,0.16661417484283447,0.0,0.8331611653168997,0.1666040619214376,0.0,0.7335453446094806,0.07670355301636916,0.15326016682844895,0.8104573625784653,0.07670355301636916,0.07689072994085458,0.9320715467135111,0.04998025099436442,0.0,0.9332188725471496,0.04998025099436442,0.0,0.7191820740699768,0.03999023675918579,0.23911224842071532,0.7832025671005249,0.03999023675918579,0.15914347410202026
002726,2021-01-08,0.0,0.9987834095954895,0.0,0.0,0.9956285953521729,0.0,0.9998792409896851,0.0,0.0,0.9998792409896851,0.0,0.0,0.4999566078186035,0.4981807768344879,0.0,0.4999566078186035,0.4981807768344879,0.0,0.5998983740806579,0.19968780279159545,0.14027549028396608,0.7998759150505066,0.19968780279159545,0.0,0.6604348969459534,0.26307440280914307,0.0399739146232605,0.6205529236793518,0.2630700373649597,0.07995383977890015,0.9998906056086222,0.0,0.0,0.9998925526936849,0.0,0.0,0.6864535361528397,0.0,0.24989677965641022,0.49981869757175446,0.24817876517772675,0.24989677965641022,0.7617913484573364,0.15377151507597703,0.0767789758168734,0.8228266743513254,0.07637358628786527,0.0767789758168734
002751,2015-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9998385906219482,0.0,0.0,0.9998385906219482,0.0,0.0,0.49995362758636475,0.0,0.4985915720462799,0.9960226714611053,0.0,0.0,0.5285587310791016,0.05879852000404807,0.398047619006213,0.587898380616132,0.058799712096943575,0.34118462310117836,0.7381798028945923,0.0,0.24987486998240152,0.7491064220666885,0.04096688081820806,0.20508656402428946,0.6665971080462137,0.16642204920450845,0.16616776585578918,0.6665878693262736,0.3329319854577382,0.0,0.8051450507981437,0.10404557202543531,0.0713957782302584,0.9284867474011013,0.03562667753015246,0.035698688455990384
002752,2022-09-13,0.999544233083725,0.0,0.0,0.4999535083770752,0.0,0.4949951767921448,0.7004788177353996,0.0,0.2854920540537153,0.7004898275647845,0.0,0.28544461727142334,0.9992953340212504,0.0,0.0,0.9998829265435537,0.0,0.0,0.49875210722287494,0.16662809252738953,0.30049219727516174,0.831479420264562,0.16662809252738953,0.0,0.5398308098316192,0.14936792254447936,0.2794502466917038,0.5855301976203918,0.29074586629867555,0.09976706504821778,0.64146402809355,0.0,0.3331819242901272,0.7767056226730347,0.22144509686364067,0.0,0.5612161606550217,0.12405645474791527,0.31199371069669724,0.6233913339674473,0.1249658390879631,0.24933195114135742,0.6992190936032463,0.05852497325224035,0.235033194808399,0.7324597327148213,0.05878296319176169,0.19751831012613633
002755,2017-02-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999846339225769,0.0,0.0,0.999846339225769,0.0,0.0,0.703956498819239,0.05503731264787562,0.2320799897698795,0.5863458654459786,0.16652158428640926,0.22409515521105597,0.7599348244459733,0.0868745770143426,0.13036581744318423,0.7164688149224157,0.13033767238907193,0.13036631630814594,0.6665080984433492,0.0,0.3328023950258891,0.6665990352630615,0.0,0.3328023950258891,0.7499168217182159,0.0,0.24990160763263702,0.7499219477176666,0.0,0.24990160763263702
002775,2017-03-07,0.8665732860565185,0.06658980051676432,0.06649320920308431,0.7999040961265564,0.06658980051676432,0.1331281582514445,0.49995166063308716,0.49985019862651825,0.0,0.7494647204875946,0.24993695318698883,0.0,0.9998627305030823,0.0,0.0,0.9998627305030823,0.0,0.0,0.8516343917165484,0.07140711375645228,0.07139062455722264,0.8335679045745304,0.14064244713102067,0.0,0.8806235033732194,0.07684097610987149,0.038445085287094116,0.8605529872270731,0.07683334213036758,0.038445085287094116,0.6234263852238655,0.12496127188205719,0.24357400089502335,0.6249437779188156,0.12496554106473923,0.24968162178993225,0.604841051679669,0.11824517719673389,0.2581273010282805,0.6005779468651974,0.15123129071611346,0.22807567769830878,0.9229735823778006,0.07690616295887874,0.0,0.845910865526933,0.0768967316700862,0.06431455795581524
002780,2016-05-24,0.8890994145320013,0.0605203967828017,0.0,0.8121868509512681,0.0605203967828017,0.07688420552473801,0.9999085664749146,0.0,0.0,0.9999101161956787,0.0,0.0,0.9999089241027832,0.0,0.0,0.9999089241027832,0.0,0.0,0.7498948007822037,0.2352454334497452,0.0,0.7497540801763535,0.1878790020942688,0.049978962540626524,0.8155827444532643,0.04346517376277758,0.1303731928700986,0.8155777869017228,0.043458295905071755,0.13037332244541333,0.7425088220172458,0.11108346117867364,0.1110652486483256,0.775244951248169,0.11108346117867364,0.1110652486483256,0.7772199886816519,0.18024102405265527,0.03007224312535039,0.81397001169346,0.13487987606613724,0.03007224312535039,0.7845400656972613,0.07112993087087359,0.1427622778075082,0.8559334022658212,0.07112993087087359,0.07139647432735988
002781,2017-05-09,0.7999008297920227,0.0,0.1996225357055664,0.7998961091041565,0.0,0.1996225357055664,0.4999542236328125,0.0,0.4998045265674591,0.9997290074825287,0.0,0.0,0.9998314678668976,0.0,0.0,0.9999083280563354,0.0,0.0,0.7999260663986206,0.0,0.1997901201248169,0.9999044418334961,0.0,0.0,0.9998337924480438,0.0,0.0,0.999889612197876,0.0,0.0,0.9997299909591675,0.0,0.0,0.9975127379099528,0.0,0.0,0.9999053478240967,0.0,0.0,0.9999070167541504,0.0,0.0,0.49639958143234253,0.49982577562332153,0.0,0.4999324083328247,0.0,0.48464998602867126
002791,2020-01-14,0.9999042749404907,0.0,0.0,0.9999042749404907,0.0,0.0,0.7239145934581757,0.2499394565820694,0.0,0.7499009668827057,0.2499394565820694,0.0,0.8763778209686279,0.0,0.0,0.856209933757782,0.0,0.0,0.4285252434866769,0.2856243848800659,0.285581682409559,0.7990447623389108,0.0,0.1427516852106367,0.703521192073822,0.1428244880267552,0.1238888076373509,0.7035312056541443,0.1427705798830305,0.1238888076373509,0.8394913547917416,0.05222887114474648,0.08059056181656687,0.9446929850076374,0.0,0.028008602167430677,0.7198815725066445,0.18172954429279675,0.0908063595945185,0.689232658256184,0.18172954429279675,0.0908063595945185,0.8480607526642936,0.14282459020614624,0.0,0.8480637669563293,0.1428231426647731,0.0
002792,2017-03-06,0.9998300969600677,0.0,0.0,0.9998395144939423,0.0,0.0,0.9997703731060028,0.0,0.0,0.999690572420756,0.0,0.0,0.6874227710068226,0.16541988402605057,0.11361715942621231,0.7498198598623276,0.18727123737335205,0.05768729746341705,0.749864786863327,0.0,0.24983824789524078,0.9998720362782478,0.0,0.0,0.9999063730239868,0.0,0.0,0.7999152898788452,0.0,0.1999006986618042,0.812216505408287,0.106564462184906,0.05114300176501274,0.8016869500279427,0.10517300292849541,0.062317028641700745,0.9998076232996854,0.0,0.0,0.908961762081493,0.0,0.06517000089992177,0.8999052762985229,0.09997189640998841,0.0,0.9994468629360199,0.0,0.0
002810,2018-07-27,0.9999055862426758,0.0,0.0,0.9999055862426758,0.0,0.0,0.9999080896377563,0.0,0.0,0.9999080896377563,0.0,0.0,0.4999544024467468,0.2583671510219574,0.0,0.9999118447303772,0.0,0.0,0.7475958317518234,0.0,0.249481201171875,0.7475959211587906,0.0,0.249481201171875,0.7199228737089369,0.09256097232853924,0.18346298072073194,0.7402251164118449,0.09256314789807354,0.16501875497676707,0.49995487928390503,0.0,0.4997810423374176,0.4998806416988373,0.0,0.4997810423374176,0.9999128580093384,0.0,0.0,0.9999128580093384,0.0,0.0,0.6989553600549698,0.14995672106742858,0.14978424310684205,0.698565661907196,0.09997310042381287,0.19974101483821868
002824,2022-02-21,0.7055397853255272,0.24888861924409866,0.0,0.7058323472738266,0.2488562911748886,0.0,0.4897274474302928,0.13849016030629477,0.3332010755936305,0.5832657019297282,0.16661846141020456,0.23956925670305887,0.4999538064002991,0.0,0.49980685114860535,0.4999538064002991,0.0,0.49980685114860535,0.9439785182476044,0.0,0.0,0.9980855882167816,0.0,0.0,0.7270016236738726,0.0,0.2717896754091436,0.727038871158253,0.0,0.27178301594474097,0.7139418380601066,0.0,0.28508198261260986,0.7138713853699821,0.0,0.28508198261260986,0.9887064814567565,0.0,0.0,0.7889649629592895,0.0,0.18970961570739747,0.9972212413946787,0.0,0.0,0.6664028068383535,0.16661893328030905,0.1432839830716451
002831,2021-06-15,0.9751435816287994,0.0,0.0,0.9751435816287994,0.0,0.0,0.5712698570319584,0.0,0.4268877250807626,0.5712698570319584,0.0,0.42804316111973356,0.8275144100189209,0.0,0.0,0.9381107687950134,0.0,0.0,0.0,0.0,0.9981024861335754,0.9999104738235474,0.0,0.0,0.749597097436587,0.08331463237603505,0.14251020550727844,0.6534444193045298,0.16568114856878915,0.14251020550727844,0.694370082446507,0.0,0.276362487248012,0.8568869318280902,0.0,0.1427953839302063,0.5999388933181763,0.0,0.3502281069755554,0.5999388933181763,0.0,0.3502281069755554,0.7999223947525025,0.0,0.19617443084716796,0.7999234437942505,0.0,0.19617443084716796
002838,2020-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999903678894043,0.0,0.0,0.9999022483825684,0.0,0.0,0.9999039173126221,0.0,0.0,0.9999071359634399,0.0,0.0,0.7999000161886215,0.0,0.17676045894622802,0.7498364239931107,0.0,0.2461962252855301,0.8207946489838993,0.05576855996075798,0.11756204156314626,0.7057501778883093,0.17335985337986665,0.11756204156314626,0.658958072012121,0.13625293157317422,0.16990707408298145,0.7044176134196195,0.09080893343145197,0.16990707408298145,0.6248941011726856,0.12034514546394348,0.24983398616313934,0.8122905157506466,0.0,0.1874210350215435
002840,2019-03-04,0.8748462647199631,0.12496312707662582,0.0,0.7498581856489182,0.24993018060922623,0.0,0.874508261680603,0.12486988306045532,0.0,0.7495408281683922,0.2302241325378418,0.0,0.9997761845588684,0.0,0.0,0.9997761845588684,0.0,0.0,0.9997877478599548,0.0,0.0,0.9997877478599548,0.0,0.0,0.776578688621521,0.06664685010910035,0.12881404558817547,0.8354386369387309,0.06664914687474568,0.06599813302357992,0.7850931663262216,0.10300880356838829,0.0938885509967804,0.706188440322876,0.12932550436572024,0.14681363733191238,0.5355148249202304,0.33316146665149265,0.11105880472395155,0.6462265915340848,0.22166124979654947,0.11105880472395155,0.7221290866533915,0.055397209193971425,0.21077581577830845,0.7635728849305047,0.0,0.20066706670655143
002873,2019-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.9985305070877075,0.0,0.0,0.9997323155403137,0.0,0.9998465776443481,0.0,0.0,0.9998465776443481,0.0,0.0,0.9996033310890198,0.0,0.0,0.9996033310890198,0.0,0.0,0.7933958053588868,0.0,0.19988688230514526,0.7933958053588868,0.0,0.19988688230514526,0.6006017327308655,0.1817403489893133,0.1787644841454246,0.6005693186413158,0.18174017559398303,0.1778136654333635,0.5999401569366455,0.19994740486145018,0.16191202998161316,0.6999237656593322,0.09987478256225586,0.16191202998161316
002899,2021-02-23,0.49995356798171997,0.0,0.4997960031032562,0.49995356798171997,0.0,0.4997960031032562,0.9436690409978231,0.0,0.0,0.999909520149231,0.0,0.0,0.7142103910446167,0.0,0.28407847029822214,0.7141925181661334,0.0,0.28513589075633455,0.9979260365168253,0.0,0.0,0.9798844456672668,0.0,0.0,0.5722175359725952,0.39986231327056887,0.0,0.19997975826263428,0.59699946641922,0.19991670846939086,0.7069799133709499,0.2855274592127119,0.0,0.8498482193265643,0.14281988995415823,0.0,0.9999034106731415,0.0,0.0,0.7499268651008606,0.0,0.24841643869876862,0.666607141494751,0.16662574807802835,0.16649072368939719,0.666601836681366,0.16662574807802835,0.16649072368939719
002902,2021-03-17,0.9998751878738403,0.0,0.0,0.9999094009399414,0.0,0.0,0.9999058246612549,0.0,0.0,0.9999058246612549,0.0,0.0,0.99991375207901,0.0,0.0,0.9999133348464966,0.0,0.0,0.6662657906611761,0.0,0.33123989403247833,0.6656284381945928,0.0,0.3318060239156087,0.7930826812982559,0.04843922853469849,0.14989617466926575,0.7956903457641602,0.04843922853469849,0.14400263130664825,0.8204919142382485,0.03564171493053436,0.14266471351896012,0.8511990989957537,0.03564171493053436,0.10703525798661369,0.6469802155214197,0.05877827546175789,0.29302673304782195,0.6174223685965818,0.05877827546175789,0.322453358594109,0.9999003012975057,0.0,0.0,0.9999003807703654,0.0,0.0
002907,2022-09-02,0.9998859167098999,0.0,0.0,0.9593013525009155,0.0,0.0,0.9999091625213623,0.0,0.0,0.9999123811721802,0.0,0.0,0.999911904335022,0.0,0.0,0.9999136924743652,0.0,0.0,0.0,0.0,0.8381094336509705,0.0,0.0,0.9995099306106567,0.9996102551619211,0.0,0.0,0.8330942889054617,0.16205726067225137,0.0,0.0,0.0,0.9982998967170715,0.0,0.0,0.9995501637458801,0.7469450682401657,0.24990339577198029,0.0,0.7499293982982635,0.24994127452373505,0.0,0.9998975992202759,0.0,0.0,0.9998975992202759,0.0,0.0
002971,2021-02-01,0.0,0.0,0.7928736805915833,0.0,0.0,0.9993481040000916,0.0,0.0,0.9995772242546082,0.9410512447357178,0.0,0.0,0.9999077717463175,0.0,0.0,0.9999077717463175,0.0,0.0,0.6920265830480136,0.30761972757486195,0.0,0.6144378093572763,0.30733207097420323,0.07688554433675912,0.8086575839830481,0.13026417338329813,0.043375704599463424,0.8520844630573107,0.08688786237136177,0.043375704599463424,0.9997586553747003,0.0,0.0,0.9997538328170776,0.0,0.0,0.6665588021278381,0.33325304587682086,0.0,0.6665588021278381,0.33325304587682086,0.0,0.7155711352825165,0.0,0.24982087314128876,0.7155711352825165,0.0,0.24982087314128876
300001,2016-11-02,0.9999037981033325,0.0,0.0,0.9999037981033325,0.0,0.0,0.999876856803894,0.0,0.0,0.999876856803894,0.0,0.0,0.9999033212661743,0.0,0.0,0.998051792383194,0.0,0.0,0.4992258995771408,0.39427344501018524,0.0,0.7495193332433701,0.24983395636081696,0.0,0.9998580664396286,0.0,0.0,0.8748684972524643,0.1237487941980362,0.0,0.7683205237755408,0.07681245528734647,0.11414048304924598,0.8460559569872342,0.0,0.1252417931189904,0.9988148212432861,0.0,0.0,0.9998810631888253,0.0,0.0,0.8851829320192337,0.0,0.0,0.7498839646577835,0.0,0.24990229308605194
300001,2016-11-17,0.9998884201049805,0.0,0.0,0.9959063529968262,0.0,0.0,0.9984026402235031,0.0,0.0,0.9986806437373161,0.0,0.0,0.8570584910256522,0.14282196760177612,0.0,0.714215874671936,0.14282196760177612,0.11266090188707624,0.4999080002307892,0.0,0.4350703954696655,0.4999080002307892,0.0,0.4350703954696655,0.6609593530495962,0.10896208882331848,0.16659842928250632,0.8280681669712067,0.0,0.1665291686852773,0.999873161315918,0.0,0.0,0.9997735619544983,0.0,0.0,0.9915637969970703,0.0,0.0,0.8979887962341309,0.0,0.0,0.5960137724876404,0.0,0.3947167158126831,0.5988996863365174,0.0,0.3947167158126831
300002,2018-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9998916387557983,0.0,0.0,0.9998883008956909,0.0,0.0,0.9999081492424011,0.0,0.0,0.49995386600494385,0.0,0.49979010224342346,0.8557955403717197,0.040807234997652014,0.09027996233531407,0.8495659219975374,0.07679593319795569,0.058764673009210705,0.8340725975651895,0.09667365397176435,0.04884596024790118,0.8991669589473356,0.06442298619977889,0.03224495726246988,0.8150052051795157,0.046769829172837105,0.1315023710853175,0.8591953578748202,0.02626681641528481,0.10519748612454063,0.9053865327284887,0.0,0.07639121550780076,0.8454793599935678,0.020970738851107083,0.11156840049303494
300007,2018-07-03,NA,NA,NA,NA,NA,NA,0.0,0.9997339844703674,0.0,0.0,0.68584144115448,0.0,0.5989115118980408,0.19942997694015502,0.1998942494392395,0.5992599844932556,0.19994744062423705,0.1998942494392395,0.9998989899953207,0.0,0.0,0.9999006191889445,0.0,0.0,0.7485170736908913,0.16796867549419403,0.0,0.7488445714116096,0.16796867549419403,0.0,0.6938967789922442,0.0,0.2810599207878113,0.5510595270565578,0.13813892432621547,0.2810599207878113,0.6666001876195272,0.0,0.3331819574038188,0.6664289633433024,0.0,0.3331819574038188,0.999866709113121,0.0,0.0,0.9998946487903595,0.0,0.0
300014,2018-11-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49982142448425293,0.49988433718681335,0.0,0.49982142448425293,0.49988481402397156,0.0,0.6998834639787674,0.1491364896297455,0.149692103266716,0.7998021841049194,0.09541246891021729,0.09971346259117127,0.7891980931162834,0.08406926585095269,0.10522842513663429,0.7382645660213062,0.13952200327600753,0.10405918210744858,0.8366785329930922,0.029404263286029592,0.11308495262089897,0.8757730845142814,0.029404263286029592,0.08812788304160624,0.8025843154999518,0.08982912571199479,0.08757376670837402,0.7380582844057391,0.12206891467494349,0.11976094976548225
