股票代码,情绪标签,情绪分数,中性情绪均值,非中性文本占比,positive占比,negative占比
603355,neutral,0.9999104738235474,0.9999116659164428,0.0,0.0,0.0
600703,neutral,0.999875783920288,0.999853308002154,0.0,0.0,0.0
600590,neutral,0.9937843084335328,0.9999040365219116,0.0,0.0,0.0
2564,neutral,0.9999127388000488,0.9989664316177368,0.0,0.0,0.0
2564,neutral,0.9999127388000488,0.9989664316177368,0.0,0.0,0.0
600185,negative,0.999602735042572,0.9960992455482482,0.0,0.0,0.0
600293,neutral,0.999783217906952,0.9999051094055176,0.16666666666666666,0.0,0.16666666666666666
600856,negative,0.9996115565299988,0.999907101903643,0.0,0.0,0.0
2941,neutral,0.9999141693115234,0.9997473359107972,0.0,0.0,0.0
600280,negative,0.9996083378791808,0.9999052286148071,0.2857142857142857,0.14285714285714285,0.14285714285714285
300537,negative,0.999595820903778,0.708591103553772,0.0,0.0,0.0
300758,neutral,0.9998699426651,0.9998978972434998,0.0,0.0,0.0
300750,neutral,0.9999138116836548,0.9999079704284668,0.0,0.0,0.0
2470,negative,0.9983490705490112,0.9901770427823067,0.2,0.1,0.1
600787,neutral,0.999912977218628,0.9998698234558104,0.0,0.0,0.0
300178,negative,0.9995073080062866,0.9999037583669027,0.0,0.0,0.0
600418,neutral,0.9999133348464966,0.999911367893219,0.0,0.0,0.0
600418,neutral,0.9999114274978638,0.999911367893219,0.0,0.0,0.0
601116,neutral,0.9999088048934937,0.999856193860372,0.0,0.0,0.0
601116,negative,0.769220769405365,0.999856193860372,0.0,0.0,0.0
897,neutral,0.9999130964279176,0.9270052115122477,0.0,0.0,0.0
818,neutral,0.9997528195381165,0.9998038530349731,0.0625,0.0,0.0625
818,neutral,0.9999111890792848,0.9998038530349731,0.0625,0.0,0.0625
18,neutral,0.999908685684204,0.9987067937850952,0.0,0.0,0.0
300108,neutral,0.9999033212661744,0.9999100736209324,0.0,0.0,0.0
603555,negative,0.9995447993278505,0.9664717391133308,0.0,0.0,0.0
603038,neutral,0.9103969931602478,0.999911367893219,0.0,0.0,0.0
603332,negative,0.9996134638786316,0.9829644731112889,0.0,0.0,0.0
600240,neutral,0.9997876286506652,0.9999084870020548,0.0,0.0,0.0
600240,neutral,0.9999102354049684,0.9999084870020548,0.0,0.0,0.0
2405,positive,0.9997298121452332,0.9998979518810908,0.14285714285714285,0.0,0.14285714285714285
2405,neutral,0.9998910427093506,0.9998979518810908,0.14285714285714285,0.0,0.14285714285714285
601258,neutral,0.999909520149231,0.9998975992202759,0.0,0.0,0.0
78,neutral,0.9999138116836548,0.9654884154979999,0.0,0.0,0.0
78,neutral,0.99962317943573,0.9654884154979999,0.0,0.0,0.0
600216,negative,0.9996154308319092,0.9999113380908966,0.0,0.0,0.0
600031,positive,0.9994619488716124,0.9998964071273804,0.5,0.5,0.0
600522,positive,0.9974787831306458,0.9180463790893555,0.2857142857142857,0.14285714285714285,0.14285714285714285
300284,neutral,0.9998892545700072,0.9999108910560608,0.0,0.0,0.0
980,neutral,0.999914288520813,0.9988212704658508,0.16666666666666666,0.16666666666666666,0.0
980,neutral,0.999913454055786,0.9988212704658508,0.16666666666666666,0.16666666666666666,0.0
600809,neutral,0.9998760223388672,0.9087909311056137,0.0,0.0,0.0
600096,negative,0.9996128678321838,0.9998060663541158,0.25,0.25,0.0
600804,neutral,0.9999107122421264,0.9999005556106567,0.0,0.0,0.0
600360,neutral,0.9998987913131714,0.999908709526062,0.0,0.0,0.0
601011,neutral,0.9999102354049684,0.9744171996911367,0.0,0.0,0.0
603610,negative,0.9993265867233276,0.9998259246349335,0.3333333333333333,0.0,0.3333333333333333
603766,negative,0.9996057152748108,0.9998642078467778,0.0,0.0,0.0
815,neutral,0.994729220867157,0.9998952820897102,0.0,0.0,0.0
2129,positive,0.9994169473648072,0.9794040843844414,0.0,0.0,0.0
300773,neutral,0.999911904335022,0.9954216837882995,0.09090909090909091,0.09090909090909091,0.0
300773,neutral,0.9999141693115234,0.9954216837882995,0.09090909090909091,0.09090909090909091,0.0
603866,negative,0.9996054768562316,0.9996006068061379,0.05555555555555555,0.0,0.05555555555555555
603866,positive,0.9996706247329712,0.9996006068061379,0.05555555555555555,0.0,0.05555555555555555
603779,negative,0.9994162321090698,0.9999123811721802,0.0,0.0,0.0
300249,neutral,0.9968703389167786,0.9999074141184489,0.0,0.0,0.0
2392,negative,0.9996211528778076,0.999910831451416,0.0,0.0,0.0
603777,neutral,0.9991281628608704,0.974216878414154,0.125,0.0,0.125
2586,neutral,0.9999113082885742,0.9999106824398041,0.0,0.0,0.0
799,neutral,0.9999105930328368,0.9999067272458758,0.0,0.0,0.0
799,neutral,0.9998849630355836,0.9999067272458758,0.0,0.0,0.0
2123,neutral,0.9999054670333862,0.9999104738235474,0.0,0.0,0.0
600677,neutral,0.9999130964279176,0.9999097699210757,0.0,0.0,0.0
603773,neutral,0.9999115467071532,0.9999084174633026,0.0,0.0,0.0
603773,positive,0.9997238516807556,0.9999084174633026,0.0,0.0,0.0
600370,neutral,0.9998960494995116,0.9998805093765258,0.16666666666666666,0.06666666666666667,0.1
600370,positive,0.9996203184127808,0.9998805093765258,0.16666666666666666,0.06666666666666667,0.1
600610,neutral,0.9999113082885742,0.999881699681282,0.2,0.0,0.2
600610,negative,0.9990352392196656,0.999881699681282,0.2,0.0,0.2
600478,neutral,0.9999016523361206,0.9999108076095581,0.0,0.0,0.0
603331,neutral,0.9998950958251952,0.9998931884765624,0.0,0.0,0.0
300588,neutral,0.9999067783355712,0.9999133348464966,0.0,0.0,0.0
2331,neutral,0.9999032020568848,0.999835645610636,0.0,0.0,0.0
2331,neutral,0.9998481273651124,0.999835645610636,0.0,0.0,0.0
2331,neutral,0.9998972415924072,0.999835645610636,0.0,0.0,0.0
2331,neutral,0.9999065399169922,0.999835645610636,0.0,0.0,0.0
600826,positive,0.9995934367179872,0.9902900968279157,0.2222222222222222,0.1111111111111111,0.1111111111111111
603823,neutral,0.9998773336410522,0.9998883008956908,0.0,0.0,0.0
600322,neutral,0.99985671043396,0.9999110996723175,0.0,0.0,0.0
300037,negative,0.999278724193573,0.9998076558113098,0.0,0.0,0.0
300218,neutral,0.9999011754989624,0.9999061822891235,0.0,0.0,0.0
600122,neutral,0.9999080896377563,0.957504004240036,0.0,0.0,0.0
300460,neutral,0.9999122619628906,0.9999105135599774,0.25,0.25,0.0
2845,neutral,0.9998927116394044,0.9998835921287537,0.0,0.0,0.0
2569,neutral,0.999910831451416,0.9998922262872968,0.0,0.0,0.0
300837,positive,0.9995920062065125,0.999910831451416,0.0,0.0,0.0
2261,neutral,0.999913215637207,0.9999001622200012,0.0,0.0,0.0
300118,positive,0.99977844953537,0.9947966933250426,0.0,0.0,0.0
603345,neutral,0.9999103546142578,0.988800612779764,0.13333333333333333,0.06666666666666667,0.06666666666666667
603317,neutral,0.9999074935913086,0.999900221824646,0.16666666666666666,0.16666666666666666,0.0
688567,neutral,0.999678373336792,0.9986438155174255,0.0,0.0,0.0
300803,positive,0.9993066787719728,0.9998894929885864,0.25,0.25,0.0
300803,neutral,0.9999116659164428,0.9998894929885864,0.25,0.25,0.0
688116,negative,0.9996063113212584,0.9999078114827474,0.0,0.0,0.0
600822,neutral,0.9999130964279176,0.999914050102234,0.0,0.0,0.0
300630,neutral,0.9989405274391174,0.9998603463172913,0.25,0.0,0.25
603025,neutral,0.999913454055786,0.9999095598856608,0.0,0.0,0.0
600398,neutral,0.9999120235443116,0.9999138116836548,0.0,0.0,0.0
2408,neutral,0.9999127388000488,0.990602929745951,0.0,0.0,0.0
600188,neutral,0.999912977218628,0.9993410110473633,0.08333333333333333,0.0,0.08333333333333333
300124,neutral,0.9990947246551514,0.9999075333277384,0.0,0.0,0.0
561,positive,0.993838369846344,0.9998620748519896,0.5,0.0,0.5
561,negative,0.9996091723442078,0.9998620748519896,0.5,0.0,0.5
2352,neutral,0.999914288520813,0.9999018907546996,0.0,0.0,0.0
2838,negative,0.9995961785316468,0.9999105063351718,0.0,0.0,0.0
603517,neutral,0.9981728792190552,0.999843989099775,0.2222222222222222,0.2222222222222222,0.0
603557,neutral,0.9999110698699952,0.9999099254608155,0.16666666666666666,0.0,0.16666666666666666
300529,neutral,0.9987253546714784,0.999908831986514,0.0,0.0,0.0
300678,negative,0.6834853291511536,0.9998991966247559,0.0,0.0,0.0
900948,neutral,0.9999139308929444,0.9999139308929444,0.0,0.0,0.0
7,neutral,0.9999065399169922,0.9999088507432204,0.0,0.0,0.0
300522,neutral,0.9949252605438232,0.9999076128005981,0.0,0.0,0.0
300522,positive,0.9996832609176636,0.9999076128005981,0.0,0.0,0.0
300587,neutral,0.9997907280921936,0.9999088874230018,0.0,0.0,0.0
300587,neutral,0.9998263716697692,0.9999088874230018,0.0,0.0,0.0
688101,neutral,0.9999109506607056,0.9999047964811325,0.1111111111111111,0.0,0.1111111111111111
688101,neutral,0.9998996257781982,0.9999047964811325,0.1111111111111111,0.0,0.1111111111111111
688068,negative,0.9273826479911804,0.9999109109242758,0.1,0.1,0.0
688068,neutral,0.9999054670333862,0.9999109109242758,0.1,0.1,0.0
603967,negative,0.9995298385620116,0.9994403123855591,0.0,0.0,0.0
605196,negative,0.7222012281417847,0.9998395840326945,0.0,0.0,0.0
603605,neutral,0.999909281730652,0.999910044670105,0.0,0.0,0.0
300263,positive,0.9886301755905152,0.9999099969863892,0.0,0.0,0.0
600213,neutral,0.9949499368667604,0.9998235056797663,0.0,0.0,0.0
600661,negative,0.9995711445808412,0.999897301197052,0.14285714285714285,0.0,0.14285714285714285
2621,neutral,0.9999051094055176,0.9999061226844788,0.0,0.0,0.0
688408,neutral,0.9528939127922058,0.928863525390625,0.16666666666666666,0.16666666666666666,0.0
600538,neutral,0.9999126195907592,0.9994337797164917,0.09090909090909091,0.09090909090909091,0.0
688321,positive,0.9996979236602784,0.9999081236975533,0.0,0.0,0.0
600170,positive,0.9996765851974488,0.999907374382019,0.0,0.0,0.0
603466,negative,0.999617338180542,0.9999120831489564,0.0,0.0,0.0
300482,neutral,0.9999127388000488,0.9999128580093384,0.0,0.0,0.0
603128,neutral,0.999913215637207,0.9999120235443115,0.0,0.0,0.0
601615,neutral,0.9999147653579712,0.9999113082885742,0.0,0.0,0.0
2011,neutral,0.9993302822113036,0.9998743534088136,0.0,0.0,0.0
300301,negative,0.9969999194145204,0.9334044754505157,0.0,0.0,0.0
688390,neutral,0.9999127388000488,0.9999097466468811,0.0,0.0,0.0
300056,positive,0.9997535347938538,0.9998947083950043,0.06666666666666667,0.0,0.06666666666666667
600759,neutral,0.999908685684204,0.9997253865003586,0.0,0.0,0.0
