标题,链接,发布时间,内容
直接跌到80啊，全仓买入，这样让人苦等好么？,"https://guba.eastmoney.com/news,300500,587916869.html",2017-01-13 13:38:15,直接跌到80啊，全仓买入，这样让人苦等好么？
这股就一垃圾股啊，从前期次新股高歌猛进时一个板也拉不起就看出来了，不是热点，没有,"https://guba.eastmoney.com/news,300500,587857028.html",2017-01-13 11:03:28,这股就一垃圾股啊，从前期次新股高歌猛进时一个板也拉不起就看出来了，不是热点，没有游资搞，还tm的老唱多，我看这波至少跌回上市开板附近
哈哈，终于破新低了，88跑路了。难道要我80抄底？,"https://guba.eastmoney.com/news,300500,587820570.html",2017-01-13 10:12:21,哈哈，终于破新低了，88跑路了。难道要我80抄底？
加速下跌,"https://guba.eastmoney.com/news,300500,587813651.html",2017-01-13 10:04:52,000
不计成本往下砸好样的,"https://guba.eastmoney.com/news,300500,587805963.html",2017-01-13 09:55:45,买入
2016年6月27日留意一只黑马个股；九有股份,"https://guba.eastmoney.com/news,300500,587686797.html",2017-01-12 21:21:42,17年鸡年寓意：经纪独立 券商展翅飞，券商
总有一次暴跌给你，看着吧[大笑][大笑],"https://guba.eastmoney.com/news,300500,587591007.html",2017-01-12 15:37:06,总有一次暴跌给你，看着吧
秋林：大股东成本近14元/股 商业价值含25元！,"https://guba.eastmoney.com/news,300500,587548658.html",2017-01-12 14:22:24,苗头，股息已远大于利息，今后回顾机会是否把握
汇中股份300371下午机构拉高出货，不追涨,"https://guba.eastmoney.com/news,300500,587498710.html",2017-01-12 12:58:05,汇中股份300371下午机构拉高出货，不追涨
苏州设计:关于控股股东完成工商变更登记的公告,"https://guba.eastmoney.com/news,300500,587098765.html",2017-01-11 11:47:48,"公告日期：2017-01-11
证券代码：300500 证券简称：苏州设计 公告编号：2017-003



苏州设计研究院股份有限公司



关于控股股东完成工商变更登记的公告



本公司及董事会全体成员保证信息披露的内容真实、准确、完整，没有虚假记载、误导性陈述或重大遗漏。



苏州设计研究院股份有限公司（以下简称“公司”）接到公司控股股东苏州赛德投资管理股份有限公司（以下简称“赛德投资”）的通知，已在近日完成增资扩股工商变更登记，取得江苏省工商行政管理局核发的《营业执照》，具体信息如下。



变更项目 变更前 变更后



注册资本 2980万元 4080万元



董事 戴雅萍、查金荣、靳建华、唐韶华、戴雅萍、查金荣、靳建华、唐韶华、张



张敏、仇志斌、倪晓春 敏、仇志斌、倪晓春、安红平、陈文斌



监事 张林华、周明、陈阳 张林华、周明、赵东



除上述信息发生变更外，营业执照的其他信息未发生变化。



本次增资扩股后，戴雅萍等七名一致行动人持有赛德投资33.07%的股权，



仍为赛德投资的第一大股东，仍为公司的实际控制人。此次赛德投资增资扩股前后，公司的控股股东、实际控制人均未发生变化。



特此公告。



苏州设计研究院股份有限公司董事会



2017年01月11日




[点击查看PDF原文]
提示：本网不保证其真实性和客观性，一切有关该股的有效信息，以交易所的公告为准，敬请投资者注意风险。
展开阅读全文"
每天套一批，割一批，每批亏一点，这样才是新股从高价对半砍的基本套路[大笑][大笑,"https://guba.eastmoney.com/news,300500,587275213.html",2017-01-11 19:33:11,每天套一批，割一批，每批亏一点，这样才是新股从高价对半砍的基本套路
"@对于今日的刻意压盘,最后半小时国家队给予了坚","https://guba.eastmoney.com/news,300500,587264241.html",2017-01-11 18:49:07,对接“一带一路” PPP模式具天然优势
不管跌到哪里，就是最低点附近收盘～[大笑],"https://guba.eastmoney.com/news,300500,587174580.html",2017-01-11 14:40:46,不管跌到哪里，就是最低点附近收盘～
下去就是70[大笑][大笑],"https://guba.eastmoney.com/news,300500,587164268.html",2017-01-11 14:22:45,下去就是70
年川普掀起投行世纪大战？新证券法将释放券商,"https://guba.eastmoney.com/news,300500,587015658.html",2017-01-11 09:36:19,俄罗斯股市2016年上涨52% 牛遍全球！
短中线淘金：周二操作参考（12.30）	,"https://guba.eastmoney.com/news,300500,586992684.html",2017-01-11 08:18:37,我的牛股--中午新发现爆发啦发发发发发
高送转送泥玛,"https://guba.eastmoney.com/news,300500,585767095.html",2017-01-06 10:47:21,高送转送泥玛
你真牛逼，都没人交易,"https://guba.eastmoney.com/news,300500,585710225.html",2017-01-06 09:21:51,呵呵
新投不停发，大盘难涨！,"https://guba.eastmoney.com/news,300500,585704692.html",2017-01-06 09:01:09,新投不停发，大盘难涨！快实行T+0吧！
600668尖峰集团3亿股本2017年大黑马 为何不能上22以上！何况公司还有4,"https://guba.eastmoney.com/news,300500,580867304.html",2016-12-19 21:55:27,"600668尖峰集团3亿股本2017年大黑马
为何不能上22以上！何况公司还有40多亿天士力集团股权和金华银行6000万股权
10多家药企生产企业！5/6家水泥厂/另外还有多家大企业股权/金发股份/ 
：控股尖峰药业　公司持有尖峰药业99.16%股权,后者拥有工业企业五家、商业企业三家、科研机构三家和两个博士后流动站,为全国医药百强企业、浙江省医药工业十强企业,国家重点高新技术企业、国家高技术产业化示范工程企业。重点品种有：门冬氨酸氨氯地平片、醋氯芬酸缓释片、盐酸帕罗西汀片、注射用盐酸头孢甲肟、愈风宁心滴丸、注射用喷昔洛韦、玻璃酸钠滴眼液等
国资委控股企业；明年国资委注入优质资产预期/抗癌新药研发进入临床试验受理4个月了/非常值得投资公司
严重低估50%以上。
尖峰集团抗癌新药将是重磅出击
去氧鬼臼毒素（以下简称DPT)是从木质素类植物中提取纯化而得的化合物，国际临床应用表明DPT对6种人肿瘤细胞和一种动物肿瘤细胞均有显著抑制作用。上述发明中所使用的原料来源广泛且价格低廉，适于工业化生产。
资料显示，2007年以来，我国抗肿瘤药物市场均保持了22%以上的增速，2012年市场规模接近800亿元，市场增速约为26%，市场发展势头较好。目前国内单品种销售额排在抗肿瘤药物第一、第二位的分别是紫杉醇和多西他赛，年销售额均超过30亿元。
因此，业内预期DPT应用前景很有可能会超过紫杉醇，一旦DPT成药上市，国内外市场空间巨大，该药有望成为国内具有自主知识产权的重磅产品。
目前合理市值
天士力40亿+水泥20～30亿+医药20～30亿+其他（金华银行股份等）=80～100亿，
现在58亿，低估了50%"
年前以跌为主，估计,"https://guba.eastmoney.com/news,300500,585493309.html",2017-01-05 14:25:11,看着这臭，严重影响过年情绪
今天属于2次金针探底吗？,"https://guba.eastmoney.com/news,300500,585287565.html",2017-01-04 22:23:11,
英镑美元汇率20160628(2H)波动区 1.3361-1.3235,"https://guba.eastmoney.com/news,300500,585415213.html",2017-01-05 11:07:38,7.4股市早评
新的上升趋势做完了启动的平台,"https://guba.eastmoney.com/news,300500,584815380.html",2017-01-03 14:42:45,新的上升趋势做完了启动的平台
苏州设计拟10转10派2.5,"https://guba.eastmoney.com/news,300500,584664186.html",2017-01-03 08:42:23,"来源：中国证券网 
　　1月3日早间，苏州设计公告，董事会于1月2日收到公司控股股东苏州赛德投资管理股份有限公司提交的关于2016年度利润分配及资本公积金转增股本预案的提案，拟以截至2016年12月31日公司总股本为基数，向全体股东每10 股派发现金股利人民币2.5元(含税)，同时以资本公积金向全体股东每10股转增10股。
　　据公告，公司于2016年2月4日在深圳证券交易所创业板首发挂牌上市，贲锋等56名股东持有的首发限售股将于2017年2月6日解锁。
（来源：中国证券网 2017-01-03 08:39） [点击查看原文]"
2017年2月6日星期一首发限售股解锁、实质性利空、大家还想啥里都！我没说错吧…,"https://guba.eastmoney.com/news,300500,585285114.html",2017-01-04 22:11:44,2017年2月6日星期一首发限售股解锁、实质性利空、大家还想啥里都！我没说错吧……
严重打脸,"https://guba.eastmoney.com/news,300500,585175235.html",2017-01-04 15:12:50,呵呵，今早还想买呢。一看下杀。感觉主力玩人呀。逃过一劫。
借利好发布出货！不要脸的公司！,"https://guba.eastmoney.com/news,300500,585045727.html",2017-01-04 10:23:41,借利好发布出货！不要脸的公司！
狗庄！垃圾,"https://guba.eastmoney.com/news,300500,585032496.html",2017-01-04 10:01:15,狗庄！垃圾
公司会连续3年都高送转吗？,"https://guba.eastmoney.com/news,300500,584924855.html",2017-01-03 20:50:23,从今年起，公司连续3年都有限售股解禁，会连续十送十吗？
公司一年的税前利润才区区1500万，还比不上一个街头小贩,"https://guba.eastmoney.com/news,300500,584821567.html",2017-01-03 14:53:48,目前的股价是严重虚高了
央行半年末加大资金投放 今施2700亿巨量逆回购,"https://guba.eastmoney.com/news,300500,584776497.html",2017-01-03 13:28:08,《常盈每日研报-20160630》
三个字！垃圾股,"https://guba.eastmoney.com/news,300500,584770572.html",2017-01-03 13:15:55,三个字！垃圾股
生不逢时啊，宣布的太晚就成垃圾了！,"https://guba.eastmoney.com/news,300500,584749512.html",2017-01-03 11:50:22,生不逢时啊，宣布的太晚就成垃圾了！
注意，这票今天打不上95，以后的日子就不好过了。,"https://guba.eastmoney.com/news,300500,584720783.html",2017-01-03 10:48:04,主力在它身上控盘还可以，不算差。
这样也好，总算是利空出尽了，早知道不会有什么高送转了。,"https://guba.eastmoney.com/news,300500,584683732.html",2017-01-03 09:39:56,10送10低送转总算是到了，该长长了，
沒人理……！,"https://guba.eastmoney.com/news,300500,584674060.html",2017-01-03 09:20:06,沒人理……！
苏州设计:关于2016年度利润分配及资本公积金转增股本预案的预披露公告,"https://guba.eastmoney.com/news,300500,584657819.html",2017-01-03 07:46:30,"公告日期：2017-01-03
 苏州设计研究院股份有限公司



关于2016年度利润分配及资本公积金转增股本预案的预披露公告



本公司及董事会全体成员保证信息披露的内容真实、准确、完整，没有虚假记载、误导性陈述或重大遗漏。



苏州设计研究院股份有限公司（以下简称“公司”）董事会于 2017年1月2日



收到公司控股股东苏州赛德投资管理股份有限公司（以下简称“赛德投资”）提交的关于2016年度利润分配及资本公积金转增股本预案的提案，为维护广大投资者的利益，保证信息披露的公平性，避免造成股价异常波动，现将相关情况公告如下：



一、利润分配方案基本情况



1、利润分配方案的具体内容



提议人：苏州赛德投资管理股份有限公司



提议理由：目前公司资本公积金余额较高且股本规模相对较小，结合公司的成长性和业务发展需要，同时考虑到广大投资者的合理诉求，为持续回报股东，与所有股东分享公司发展的经营成果，保证公司正常经营和长远发展，提议进行本次资本公积金转增股本。



送红股（股） 派息（元） 公积金转增股本（股）



每十股 0 2.5 10



以截止2016年12月31日公司总股本为基数，向全体股东每10股



分配总额 派发现金股利人民币2.5元（含税），同时以资本公积金向全体股东



每10股转增10股。



董事会审议利润分配方案后股本发生变动的，将按照分配总额不变



提示



的原则对分配比例进行调整。



2、利润分配预案的合法性、合规性、合理性



本次公司控股股东提议的利润分配预案符合《公司法》、《关于进一步落实上市公司现金分红有关事项的通知》、《上市公司监管指引第3号——上市公司现金分红》等法律法规的规定，现金分红方案是在保证公司正常经营和长远发展的前提下，充分考虑广大投资者的合理诉求和投资回报的情况下提出的，符合公司利润分配政策，有利于全体股东共享公司快速成长的经营成果，与公司业绩相匹配、与公司成长性相符，实施上述利润分配预案不会造成公司流动资金短缺或其他不良影响。以资本公积金转增股本，有利于扩大公司股本规模，增强公司股票流动性，符合公司战略规划和发展预期。综上所述，本次利润分配预案具备合法性、合规性及合理性。



3、利润分配方案与公司成长性的匹配性



公司作为国内知名、江苏省领先的建筑设计等工程技术服务提供商，致力于为下游客户提供覆盖工程建设产业链全过程的综合性工程技术服务。2016年以来，公司经营发展所处的内外部环境有了较大变化，一方面，全国及区域下游市场回暖，公司业务机遇、业务需求有所提升；另一方面，公司通过登陆资本市场，市场知名度与品牌效应得到进一步提升，这使得公司业务订单承接能力进一步增强。



得益于上述因素，公司在2016年总体收获了不错的经营业绩和经营成果。



目前，公司在设计能力、创意水平、项目经验、团队建设、客户服务能力等方面积淀了较强的综合优势，在业务范围上，已由单一独立的建筑设计业务，逐步向覆盖工程建设产业链全过程的策划咨询、区域规划、设计总包、项目管理等多元化全产业链模式转型升级。在未来，公司将秉承“传承历史、融筑未来”的使命，固本创新，以提升人居环境为核心理念、以建设工程领域创新技术集成为特色，努力成为提供全方位、一体化服务的人居环境技术集成的引领者。



本次利润分配方案是鉴于公司持续、稳健的盈利能力和良好的财务状况，并结合公司未来的发展前景和战略规划，保证公司正常经营和长远发展的前提下提出的，充分考虑到广大投资者的合理诉求，利润分配及资本公积金转增股本预案与公司经营业绩及未来成长发展相匹配，有利于优化公司股本结构，符合公司的发展战略和规划。



二、提议人、5%以上股东及董监高持股变动情况及未来减持计划



1、截至本预案披露前6个月内，因公司于2016年7月完成首期限制性股票激励计划，导致公司提议人、持股 5%以上股东及董事、监事、高级管理人员持股比例相应变动外，目前上述股东所持股份均为首发前限售股，持股数量均未发生变化。



2、未来减持计划情况



公司股票于2016年2月4日在深圳证券交易所创业板首发上市。公……
[点击查看PDF原文]
提示：本网不保证其真实性和客观性，一切有关该股的有效信息，以交易所的公告为准，敬请投资者注意风险。
展开阅读全文"
最近不少高送转都不妙啊,"https://guba.eastmoney.com/news,300500,584668527.html",2017-01-03 09:00:06,最近不少高送转都不妙啊
我的最新持股--这个版块暴涨啦发发发发发发发,"https://guba.eastmoney.com/news,300500,584630996.html",2017-01-03 00:26:43,又快到天花版了，轮动出货，坚定看空
强烈推荐评级AAA目标价38.8 元打造军工精准执导,"https://guba.eastmoney.com/news,300500,584570284.html",2017-01-02 18:30:53,辉煌的95周年，将发布一系列重大利好
霹雳股侠：红三兵多头强势，季末收敛或挖坑,"https://guba.eastmoney.com/news,300500,584530144.html",2017-01-02 14:55:53,十倍牛股王者归来
可能推高送转次新股 威龙股份 万里石 百利科技,"https://guba.eastmoney.com/news,300500,584510204.html",2017-01-02 12:45:52,@@该买的大胆买!该卖的一定卖!
任你们狂风暴雨！我都闭着眼睛！来吧！,"https://guba.eastmoney.com/news,300500,583192815.html",2016-12-27 18:11:46,任你们狂风暴雨！我都闭着眼睛！来吧！
只能说我运气哀爆天 选中维维这种垃圾货 垃圾庄 太让我伤心了 解套或小亏我就清了,"https://guba.eastmoney.com/news,300500,584416579.html",2017-01-01 13:23:56,只能说我运气哀爆天 选中维维这种垃圾货 垃圾庄 太让我伤心了 解套或小亏我就清了
苏州科达--高科技，全年收益在0.75元，严重低估	,"https://guba.eastmoney.com/news,300500,584381913.html",2017-01-01 00:15:55,
戴雅逼己挂了！不要再幻想了！,"https://guba.eastmoney.com/news,300500,584014802.html",2016-12-30 07:50:56,戴雅逼己挂了！不要再幻想了！
仪表双雄000710十300371＝印钞组合（买入一定发）,"https://guba.eastmoney.com/news,300500,583970932.html",2016-12-29 22:22:45,仪表双雄000710十300371＝印钞组合（买入一定发）
一间设计公司为什么要上市呢？就给点钱请些设计师！,"https://guba.eastmoney.com/news,300500,583949544.html",2016-12-29 20:54:43,一间设计公司为什么要上市呢？就给点钱请些设计师！
今晚高送转[赚大了][献花],"https://guba.eastmoney.com/news,300500,583818752.html",2016-12-29 14:16:46,今晚高送转
谁砸的,"https://guba.eastmoney.com/news,300500,583732546.html",2016-12-29 10:32:23,92.60
把话撂在这儿，军工股票002560通达股份这票将成为深沪两市第一妖股，管你信不信！,"https://guba.eastmoney.com/news,300500,583719433.html",2016-12-29 10:10:29,把话撂在这儿，军工股票002560通达股份这票将成为深沪两市第一妖股，管你信不信！
苏州设计对比中海科技，你会发现买入苏设是多么的愚蠢，从行业题材，公司质地和业绩，,"https://guba.eastmoney.com/news,300500,583248323.html",2016-12-27 21:55:44,苏州设计对比中海科技，你会发现买入苏设是多么的愚蠢，从行业题材，公司质地和业绩，未来发展，中海科技完爆苏州设计，中海科技袖珍市值几十倍市盈率，股价居然非理性的打压到15元附近，明显被严重错杀，而百元高价附近的苏州设计也是很明显泡沫巨大，结论：抛弃苏设坚决换入002401中海科技。就像我上个月在苏设110元的时候强烈建议换入103元的优博讯一样。如果你当时没听我建议，那么你不能再次错过这次机会！时间验证。。
任何人都不要到苏州设计来做广告推荐股票，苏州设计的三高一小是创业板的优质资产，公,"https://guba.eastmoney.com/news,300500,583264540.html",2016-12-27 23:16:15,任何人都不要到苏州设计来做广告推荐股票，苏州设计的三高一小是创业板的优质资产，公司管理层对市值的要求无比看重，年报披露后业绩增长确定的，未来分红送股也是妥妥的，所以大家不要相信所谓的高手来股吧推荐股票
跌停吧,"https://guba.eastmoney.com/news,300500,582152167.html",2016-12-23 13:25:10,跌停吧
"好票,现在是启动的前夜。","https://guba.eastmoney.com/news,300500,583302751.html",2016-12-28 08:47:31,"好票,现在是启动的前夜。"
苏州设计不为人知的黑马股只有你深入研究过了长期跟踪股价的波动才能真正的放心大胆地,"https://guba.eastmoney.com/news,300500,583011031.html",2016-12-27 10:14:19,苏州设计不为人知的黑马股只有你深入研究过了长期跟踪股价的波动才能真正的放心大胆地持有
如果苏州设计能在108元，那么优博讯应该在200元之上，优博讯无论在哪方面比较都,"https://guba.eastmoney.com/news,300500,564663784.html",2016-11-02 22:24:05,如果苏州设计能在108元，那么优博讯应该在200元之上，优博讯无论在哪方面比较都要完爆苏州设计，可现在两者股价居然在同一水平线上，是市场严重的出现了错误，必将纠错，拭目以待
苏州设计:广发证券股份有限公司关于公司2016年持续督导培训工作报告(2016年12月),"https://guba.eastmoney.com/news,300500,583181949.html",2016-12-27 17:26:35,"公告日期：2016-12-27
 广发证券股份有限公司



关于苏州设计研究院股份有限公司



2016 年持续督导培训工作报告



（2016年12月）



保荐机构名称：广发证券股份有限公司 培训对象名称： 苏州设计研究院股份有限公司



保荐代表人姓名：王骞 联系电话：021-60750688



保荐代表人姓名：张鹏 联系电话：021-60750681



培训实施人员姓名：王骞、章睿



参加培训人员：公司主要董事、监事、高级管理人员等。



培训时间：2016年12月26日



培训对应期间： 2016年度



培训主要内容：上市公司规范运作之信息披露及内幕交易部分的专题培训



一、培训基本情况



2016年12月26日，广发证券股份有限公司（以下简称“广发证券”或“保



荐机构”）对苏州设计研究院股份有限公司（以下简称或“公司”）进行了持续督导专项培训，培训内容为上市公司规范运作之信息披露及内幕交易部分的专题培训。公司主要董事、监事、高级管理人员参加了此次培训。



二、培训内容简介



对参与培训的人员讲解了上市公司规范运作的概要，并着重就信息披露及内幕交易两个专题进行了重点讲解，主要内容包括信息披露的概要、定期报告及临时报告披露时的注意事项、近些年信息披露违规事项的通报、内幕交易的概念、内幕信息的范畴及定义、内幕信息的披露及管理、内幕交易的监管、近些年内幕交易处罚情况的通报等。



三、培训效果



公司参与培训的人员认真学习了本次授课相关课件，较好的掌握了授课内容。



（以下无正文）



（本页无正文，专用于《广发证券股份有限公司关于苏州设计研究院股份有限公司2016年持续督导培训工作报告》之签字盖章页）



保荐代表人签名：______________ _______________



王骞 张鹏



广发证券股份有限公司



2016年12月27日




[点击查看PDF原文]
提示：本网不保证其真实性和客观性，一切有关该股的有效信息，以交易所的公告为准，敬请投资者注意风险。
展开阅读全文"
苏州设计:定期现场检查报告,"https://guba.eastmoney.com/news,300500,583181951.html",2016-12-27 17:26:35,"公告日期：2016-12-27
 定期现场检查报告



保荐机构名称：广发证券股份有限公司 被保荐公司简称：苏州设计



保荐代表人姓名：王骞 联系电话：021-60750688



保荐代表人姓名：张鹏 联系电话：021-60750681



现场检查人员姓名：王骞、章睿



现场检查对应期间：2016年度



现场检查时间：2016年12月26日



一、现场检查事项 现场检查意见



（一）公司治理 是 否 不适用



现场检查手段（包括但不限于本指引第33条所列）：



1.公司章程和公司治理制度是否完备、合规 √



2.公司章程和三会规则是否得到有效执行 √



3.三会会议记录是否完整，时间、地点、出席人员及会议内 √



容等要件是否齐备，会议资料是否保存完整



4.三会会议决议是否由出席会议的相关人员签名确认 √



5.公司董监高是否按照有关法律、行政法规、部门规章、规 √



范性文件和本所相关业务规则履行职责



6.公司董监高如发生重大变化，是否履行了相应程序和信息 √



披露义务



7.公司控股股东或者实际控制人如发生变化，是否履行了相 √



应程序和信息披露义务



8.公司人员、资产、财务、机构、业务等方面是否独立 √



9.公司与控股股东及实际控制人是否不存在同业竞争 √



（二）内部控制



现场检查手段（包括但不限于本指引第33条所列）：



1.是否按照相关规定建立内部审计制度并设立内部审计部门 √



（如适用）



2.是否在股票上市后6个月内建立内部审计制度并设立内部 √



审计部门（如适用）



3.内部审计部门和审计委员会的人员构成是否合规（如适用）√



4.审计委员会是否至少每季度召开一次会议，审议内部审计 √



部门提交的工作计划和报告等（如适用）



5.审计委员会是否至少每季度向董事会报告一次内部审计工 √



作进度、质量及发现的重大问题等（如适用）



6.内部审计部门是否至少每季度向审计委员会报告一次内部 √



审计工作计划的执行情况以及内部审计工作中发现的问题等



（如适用）



7.内部审计部门是否至少每季度对募集资金的存放与使用情 √



况进行一次审计（如适用）



8.内部审计部门是否在每个会计年度结束前二个月内向审计 √



委员会提交次一年度内部审计工作计划（如适用）



9.内部审计部门是否在每个会计年度结束后二个月内向审计 √



委员会提交年度内部审计工作报告（如适用）



10.内部审计部门是否至少每年向审计委员会提交一次内部 √



控制评价报告（如适用）



11.从事风险投资、委托理财、套期保值业务等事项是否建立√



了完备、合规的内控制度



（三）信息披露



现场检查手段（包括但不限于本指引第33条所列）：



1.公司已披露的公告与实际情况是否一致 √



2.公司已披露的内容是否完整 √



3.公司已披露事项是否未发生重大变化或者取得重要进展 √



4.是否不存在应予披露而未披露的重大事项 √



5.重大信息的传递、披露流程、保密情况等是否符合公司信 √



息披露管理制度的相关规定



6.投资者关系活动记录表是否及时在本所互动易网站刊载 √



（四）保护公司利益不受侵害长效机制的建立和执行情况



现场检查手段（包括但不限于本指引第33条所列）：



1.是否建立了防止控股股东、实际控制人及其关联人直接或 √



者间接占用上市公司资金或者其他资源的制度



2.控股股东、实际控制人及其关联人是否不存在直接或者间 √



接占用上市公司资金或者其他资源的情形



3.关联交易的审议程序是否合规且履行了相应的信息……
[点击查看PDF原文]
提示：本网不保证其真实性和客观性，一切有关该股的有效信息，以交易所的公告为准，敬请投资者注意风险。
展开阅读全文"
欧货 全新转 狐狸毛内胆可卸 毛领可卸,"https://guba.eastmoney.com/news,300500,583197210.html",2016-12-27 18:32:11,欧货 全新转 狐狸毛内胆可卸 毛领可卸
为什么要蹂躏我？我好难过！谁来救救我？,"https://guba.eastmoney.com/news,300500,582722710.html",2016-12-26 12:29:41,为什么要蹂躏我？我好难过！谁来救救我？
最后提醒大家，苏州设计每次跌下来都是买不是卖，坚持价值投资，成长股中的黑马,"https://guba.eastmoney.com/news,300500,580631906.html",2016-12-19 11:24:55,最后提醒大家，苏州设计每次跌下来都是买不是卖，坚持价值投资，成长股中的黑马
兄弟们股灾又要来了。清仓过个好年吧,"https://guba.eastmoney.com/news,300500,582253307.html",2016-12-23 16:42:20,兄弟们股灾又要来了。清仓过个好年吧
苏州设计:关于对外投资设立全资子公司的公告,"https://guba.eastmoney.com/news,300500,582813502.html",2016-12-26 16:06:31,"公告日期：2016-12-26
证券代码：300500 证券简称：苏州设计 公告编号：2016-079



苏州设计研究院股份有限公司



关于对外投资设立全资子公司的公告



本公司及董事会全体成员保证信息披露的内容真实、准确、完整，没有虚假记载、误导性陈述或重大遗漏。



一、对外投资概述



苏州设计研究院股份有限公司（以下简称“公司”、“苏州设计”）拟以自有资金投资设立全资子公司苏州设计工程管理有限公司和苏州设计园林景观有限公司（暂定名，以工商登记为准），注册资本均为600万元，苏州设计持有100%的股权。



2016年12月26日公司召开的第二届董事会第十四次会议，审议通过了“关于投资设立苏州设计工程管理有限公司的议案”及“关于投资设立苏州设计园林景观有限公司的议案”。 根据《深圳证券交易所创业板股票上市规则》、《公司章程》和《对外投资管理制度》等相关规定，本次对外投资金额在公司董事会决策权限范围内，无需提交公司股东大会审议批准。



本次投资事项不涉及关联交易，也不构成《上市公司重大资产重组管理办法》规定的重大资产重组。



二、投资设立全资子公司的情况



1、公司名称：苏州设计工程管理有限公司



注册地址：苏州市



注册资本：人民币600万元



公司类型：有限公司



经营范围：工程设计、工程项目管理、建筑工程施工总承包。



以上信息均以工商登记机构登记为准。



2、公司名称：苏州设计园林景观有限公司



注册地址：苏州市



注册资本：人民币600万元



证券代码：300500 证券简称：苏州设计 公告编号：2016-079



公司类型：有限公司



经营范围：园林景观设计业务及相应的工程咨询。



以上信息均以工商登记机构登记为准。



三、对外投资的目的、存在的风险和对公司的影响



（1）对外投资的目的



本次设立子公司的目的在于，通过子公司的业务平台开展工程管理、园林设计业务，进一步扩大业务领域，延伸业务链条，符合公司的长期战略规划。



（2）存在的风险



尽管公司已就该投资项目进行了充分的调研和论证，但在未来的经营过程中仍可能面临一定的政策风险、市场风险和管理运营风险。公司将努力完善新设立公司的法人治理结构，组建好经营管理团队，建立和实施有效的内部控制和风险防范机制。



（3）对公司的影响



通过本次投资设立全资子公司，将进一步完善公司的业务布局，拓展设计服务网络，将有助于公司实现战略发展目标。公司将根据全资子公司设立的后续进展情况及时履行信息披露义务，敬请广大投资者谨慎决策，注意投资风险。



四、备查文件



公司第二届董事会第十四次会议决议



公司第二届监事会第十一次会议决议



特此公告。



苏州设计研究院股份有限公司董事会



2016年12月26日




[点击查看PDF原文]
提示：本网不保证其真实性和客观性，一切有关该股的有效信息，以交易所的公告为准，敬请投资者注意风险。
展开阅读全文"
发个公告都没人看了，可以倒闭关门了,"https://guba.eastmoney.com/news,300500,582961643.html",2016-12-27 07:37:05,发个公告都没人看了，可以倒闭关门了
没法回本了,"https://guba.eastmoney.com/news,300500,582941904.html",2016-12-27 01:48:39,没法回本了
预测赢家：你投资亏钱，是你太一厢情愿,"https://guba.eastmoney.com/news,300500,582614587.html",2016-12-26 08:41:56,重要的事情说八遍，利空严重，要重回2800点。该
苏州设计:第二届监事会第十一次会议决议公告,"https://guba.eastmoney.com/news,300500,582813498.html",2016-12-26 16:06:30,"公告日期：2016-12-26
证券代码：300500 证券简称：苏州设计 公告编号：2016-078



苏州设计研究院股份有限公司



第二届监事会第十一次会议决议公告



本公司及董事会全体成员保证信息披露的内容真实、准确、完整，没有虚假记载、误导性陈述或重大遗漏。



苏州设计研究院股份有限公司（以下简称“公司”）第二届监事会第十一次会议于2016 年12月26日上午10点在公司会议室以现场方式召开。会议通知于2016年12月15日以专人送达或电子邮件等方式发出。会议应到监事３人，实到监事３人。本次监事会的召集、召开符合《公司法》、《公司章程》及相关法规的规定。会议由监事会主席张林华先生主持，经全体与会监事认真审议并逐项表决，形成如下决议：



1、审议通过《关于投资设立苏州设计工程管理有限公司的议案》



本次投资不构成关联交易，不构成《上市公司重大资产重组管理办法》规定的重大资产重组。具体内容详见同日公告在中国证监会创业板指定披露媒体的《关于对外投资设立全资子公司的公告》。



表决结果：3票同意，0票反对，0票弃权。



2、审议通过《关于投资设立苏州设计园林景观有限公司的议案》



本次投资不构成关联交易，不构成《上市公司重大资产重组管理办法》规定的重大资产重组。具体内容详见同日公告在中国证监会创业板指定披露媒体的《关于对外投资设立全资子公司的公告》。



表决结果：3票同意，0票反对，0票弃权。



特此公告。



苏州设计研究院股份有限公司监事会



2016年12月26日




[点击查看PDF原文]
提示：本网不保证其真实性和客观性，一切有关该股的有效信息，以交易所的公告为准，敬请投资者注意风险。
展开阅读全文"
